pathogen_type,iso3_country,canonical_organism,canonical_drug,static_burden_midpoint,evolutionary_trajectory_slope,n_tested_total,low_n_flag,cluster_id,cluster_label,version,date_added,burden_percentile,trajectory_percentile,composite_priority_score,typology_label,typology_rank,methodology,quality_gate,gate_reason,n_master_rows,n_interpretable_rows,typology_rank_ungated
bacterial,HRV,Streptococcus pneumoniae,cefaclor,0.8387096774193549,-0.999999999999762,93,True,2,cluster_2,v1,2026-07-10,97.09677419354838,88.54838709677419,92.82258064516128,high_burden_high_trajectory,11.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3406,11
bacterial,ARE,Streptococcus pneumoniae,erythromycin,0.5102040816326531,-6.0588936890532965,49,True,4,cluster_4,v1,2026-07-10,85.24193548387096,100.0,92.62096774193547,high_burden_high_trajectory,12.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,12
bacterial,ARE,Streptococcus pneumoniae,azithromycin,0.5102040816326531,-5.05889368905334,49,True,4,cluster_4,v1,2026-07-10,85.24193548387096,99.51612903225806,92.37903225806453,high_burden_high_trajectory,13.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,13
bacterial,SAU,Streptococcus pneumoniae,cefaclor,0.75,-1.0000000000001636,36,True,2,cluster_2,v1,2026-07-10,94.2741935483871,89.03225806451613,91.65322580645162,high_burden_high_trajectory,14.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3406,14
bacterial,ARE,Streptococcus pneumoniae,clarithromycin,0.4897959183673469,-5.058893689053339,49,True,4,cluster_4,v1,2026-07-10,83.70967741935483,99.35483870967742,91.53225806451611,high_burden_high_trajectory,15.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,15
bacterial,KHM,Streptococcus pneumoniae,azithromycin,0.5,-4.058893689050255,48,True,4,cluster_4,v1,2026-07-10,84.43548387096774,98.62903225806453,91.53225806451611,high_burden_high_trajectory,16.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,16
bacterial,KHM,Streptococcus pneumoniae,erythromycin,0.4791666666666667,-5.058893689049438,48,True,4,cluster_4,v1,2026-07-10,83.38709677419355,99.11290322580643,91.25,high_burden_high_trajectory,17.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,17
bacterial,SRB,Streptococcus pneumoniae,cefuroxime,0.5977011494252874,-1.999999999999128,87,True,4,cluster_4,v1,2026-07-10,87.90322580645162,93.70967741935485,90.80645161290325,high_burden_high_trajectory,18.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,18
bacterial,SAU,Streptococcus pneumoniae,erythromycin,0.4722222222222222,-3.529446844527853,36,True,4,cluster_4,v1,2026-07-10,82.58064516129032,98.22580645161293,90.40322580645162,high_burden_high_trajectory,19.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,19
bacterial,PHL,Haemophilus influenzae,trimethoprim/sulfamethoxazole,0.576271186440678,-1.9999999999983675,59,True,4,cluster_4,v1,2026-07-10,87.25806451612902,93.30645161290325,90.28225806451611,high_burden_high_trajectory,20.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3666,3666,20
bacterial,SAU,Streptococcus pneumoniae,clarithromycin,0.4722222222222222,-3.0294468445278886,36,True,4,cluster_4,v1,2026-07-10,82.58064516129032,97.58064516129032,90.08064516129032,high_burden_high_trajectory,21.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,21
bacterial,KHM,Streptococcus pneumoniae,clarithromycin,0.4583333333333333,-5.058893689049438,48,True,4,cluster_4,v1,2026-07-10,80.96774193548387,99.11290322580643,90.04032258064515,high_burden_high_trajectory,22.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,22
bacterial,CHL,Streptococcus pneumoniae,cefaclor,0.821917808219178,-0.7500000000000664,73,True,2,cluster_2,v1,2026-07-10,95.96774193548389,83.87096774193549,89.91935483870968,high_burden_high_trajectory,23.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3406,23
bacterial,SGP,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,0.4705882352941176,-2.999999999997552,34,True,4,cluster_4,v1,2026-07-10,82.01612903225806,97.25806451612902,89.63709677419354,high_burden_high_trajectory,24.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3398,24
bacterial,SAU,Streptococcus pneumoniae,azithromycin,0.4722222222222222,-2.5294468445276137,36,True,4,cluster_4,v1,2026-07-10,82.58064516129032,96.61290322580646,89.59677419354838,high_burden_high_trajectory,25.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,25
bacterial,VNM,Haemophilus influenzae,cefixime,0.9071428571428573,-0.383720930232522,280,True,2,cluster_2,v1,2026-07-10,98.22580645161293,80.16129032258064,89.19354838709677,high_burden_high_trajectory,26.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,2599,2599,26
bacterial,KEN,Streptococcus pneumoniae,cefaclor,0.9545454545454546,-0.2500000000000177,44,True,2,cluster_2,v1,2026-07-10,99.83870967741936,77.25806451612904,88.5483870967742,high_burden_high_trajectory,27.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3406,27
bacterial,ARE,Streptococcus pneumoniae,tetracycline,0.4489795918367347,-2.499999999999888,49,True,4,cluster_4,v1,2026-07-10,80.48387096774194,95.96774193548389,88.2258064516129,high_burden_high_trajectory,28.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,993,993,28
bacterial,KHM,Streptococcus pneumoniae,cefuroxime,0.4375,-2.999999999997552,48,True,4,cluster_4,v1,2026-07-10,78.87096774193549,97.25806451612902,88.06451612903226,high_burden_high_trajectory,29.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,29
bacterial,GRC,Streptococcus pneumoniae,clarithromycin,0.494949494949495,-1.5147234222633177,99,True,3,cluster_3,v1,2026-07-10,83.87096774193549,92.0967741935484,87.98387096774195,high_burden_high_trajectory,30.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,30
bacterial,SRB,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,0.4712643678160919,-1.999999999999128,87,True,4,cluster_4,v1,2026-07-10,82.25806451612904,93.70967741935485,87.98387096774195,high_burden_high_trajectory,31.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3398,31
bacterial,VNM,Haemophilus influenzae,cefpodoxime,0.7964285714285714,-0.4186046511626808,280,True,2,cluster_2,v1,2026-07-10,95.64516129032258,80.3225806451613,87.98387096774194,high_burden_high_trajectory,32.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,2599,2599,32
bacterial,SVK,Streptococcus pneumoniae,cefuroxime,0.3684210526315789,-5.058893689055369,95,True,4,cluster_4,v1,2026-07-10,75.64516129032258,99.83870967741936,87.74193548387098,high_burden_high_trajectory,33.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,33
bacterial,GRC,Streptococcus pneumoniae,cefaclor,0.898989898989899,-0.2499999999999878,99,True,2,cluster_2,v1,2026-07-10,98.06451612903226,76.93548387096774,87.5,high_burden_high_trajectory,34.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3406,34
bacterial,GRC,Streptococcus pneumoniae,erythromycin,0.5050505050505051,-1.0147234222633426,99,True,3,cluster_3,v1,2026-07-10,84.75806451612902,90.0,87.37903225806451,high_burden_high_trajectory,35.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,35
bacterial,GRC,Streptococcus pneumoniae,azithromycin,0.5050505050505051,-1.0147234222633423,99,True,3,cluster_3,v1,2026-07-10,84.75806451612902,89.83870967741936,87.29838709677419,high_burden_high_trajectory,36.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,36
bacterial,PAK,Haemophilus influenzae,trimethoprim/sulfamethoxazole,0.6666666666666666,-0.5174418604649991,189,True,2,cluster_2,v1,2026-07-10,90.96774193548389,82.74193548387096,86.85483870967741,high_burden_high_trajectory,37.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3666,3666,37
bacterial,LBN,Streptococcus pneumoniae,cefaclor,0.5238095238095238,-0.999999999999184,21,True,3,cluster_3,v1,2026-07-10,85.64516129032258,87.66129032258064,86.65322580645162,high_burden_high_trajectory,38.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3406,38
bacterial,SVK,Streptococcus pneumoniae,penicillin,0.3578947368421052,-4.0588936890550125,95,True,4,cluster_4,v1,2026-07-10,74.35483870967742,98.87096774193547,86.61290322580646,high_trajectory,39.0,"Per pathogen type, rank static_burden_midpoint and -evolutionary_trajectory_slope as percentile scores; typology labels use top quartile (>=75th pct) thresholds: high_burden_high_trajectory, high_burden, high_trajectory, or moderate. Includes Stage 3 cluster_id for context. Integrity layer quality_gate derived from identifiability ledger rules (AMR_2026_COMBINED_EXECUTION_PLAN §5): interpretable classification → pass; breakpoint-absent / majority unclassifiable → bounds_only or withhold; confounded intervention LE estimates → withhold rank.",pass,interpretable_classification_majority,3407,3407,39
